CORE_CN,STATECD,COUNTYCD,PLOT,FIADB_PLOT,SUBP,TREE,DIA,MEASYEAR,LAT,LON,ELEV,CNT_HT,CNT_LGTH,CNT_X,PITH,RINGCOUNT,VERIFY,REVISIT,INVYR,PLOT_CN,TRE_CN
295706099489998,56,35,73,NA,4,1,9.1,2014,43.166636,-109.955699,8680,2,13,2.6,n,82,y,n,2014,40421476010690,335148337489998
295706100489998,56,35,73,NA,4,9,5.3,2014,43.166636,-109.955699,8680,NA,NA,NA,y,74,y,n,2014,40421476010690,335148345489998
295706111489998,56,35,143,NA,3,1,9.3,2014,42.986999,-109.65415,9210,NA,NA,NA,y,222,n,y,2014,40421524010690,335158228489998
295706112489998,56,35,143,NA,3,2,7.2,2014,42.986999,-109.65415,9210,0.5,5.5,0.4,n,264,n,y,2014,40421524010690,335158229489998
295706119489998,56,35,230,NA,1,8,3.8,2014,42.802637,-109.288131,10240,NA,NA,NA,y,62,n,y,2014,40421581010690,335156715489998
295705618489998,56,39,126,NA,2,9,9.8,2012,44.200563,-110.177689,9070,0.3,3.8,1.4,n,62,y,n,2011,40407564010690,188978331020004
295705619489998,56,39,126,NA,3,8,6.5,2012,44.200563,-110.177689,9070,NA,NA,NA,y,66,y,n,2011,40407564010690,188978344020004
295705855489998,56,39,283,NA,1,12,9.3,2013,43.762101,-110.256988,8830,0.4,4.3,6,n,220,n,y,2013,40407609010690,275471106489998
295705859489998,56,39,296,NA,4,5,10,2013,43.712937,-110.438847,8110,1.5,9.5,1.7,n,110,n,y,2013,40407612010690,275471262489998
295705627489998,56,39,373,NA,3,1,7.2,2012,43.489148,-110.623825,8960,1.2,14.3,1,n,220,y,n,2012,40407634010690,188981502020004
295705868489998,56,39,378,NA,3,13,8,2013,43.490615,-110.323606,9640,1.2,6.7,2.2,n,138,y,n,2012,40407635010690,247332298489998
295705869489998,56,39,378,NA,3,20,10.6,2013,43.490615,-110.323606,9640,1,13,2,n,147,n,y,2012,40407635010690,247332305489998
295705646489998,56,39,3028,NA,2,16,10.9,2012,43.741882,-110.832245,9510,NA,NA,NA,y,86,y,n,2011,40407655010690,188982688020004
295708477489998,56,13,52,NA,3,10,9.8,2015,43.70544,-109.695357,9300,1,7.5,1.8,n,157,n,y,2015,40418144010690,388898843489998
295708480489998,56,13,57,NA,4,2,5.1,2015,43.700093,-109.381474,9330,1,4.5,1.3,n,55,y,n,2015,40418147010690,388898929489998
295708526489998,56,29,56,NA,4,6,5,2015,44.925035,-110.180063,9260,1,3.3,0.5,n,63,n,y,2015,40420591010690,388903384489998
295708545489998,56,29,554,NA,3,11,11.1,2015,44.209522,-110.066187,9770,0.7,8,1,n,112,n,y,2015,40420910010690,388905878489998
295708546489998,56,29,554,NA,3,16,5.4,2015,NA,NA,NA,1.9,10,1.4,n,37,n,y,NA,40420910010690,388905882489998
295708554489998,56,29,3017,NA,4,7,6.9,2015,44.906611,-109.504459,9740,0.9,11,0.4,n,161,n,y,2015,40421023010690,388906192489998
295708563489998,56,35,3,NA,4,17,9.6,2015,43.437038,-109.88222,9320,1.2,8.2,1.3,n,150,n,y,2015,40421430010690,388907788489998
295708564489998,56,35,3,NA,4,20,5.1,2015,43.437038,-109.88222,9320,0.3,2.2,0.7,n,99,n,y,2015,40421430010690,388907790489998
295708581489998,56,39,101,NA,2,5,9.3,2015,44.255793,-110.877204,8590,NA,NA,NA,y,59,y,n,2015,40422684010690,388910591489998
295708588489998,56,39,123,NA,2,9,10.7,2015,44.210159,-110.387294,9740,NA,NA,NA,n,151,n,y,2015,40422697010690,388911075489998
295708589489998,56,39,123,NA,2,10,18.8,2015,NA,NA,NA,NA,NA,NA,n,118,n,y,NA,40422697010690,388911076489998
295708590489998,56,39,123,NA,2,11,17.8,2015,44.210159,-110.387294,9740,0.5,4,1.1,n,182,n,y,2015,40422697010690,388911077489998
295708593489998,56,39,139,NA,1,1,7.6,2015,44.161614,-110.311799,8850,NA,NA,NA,y,100,y,n,2017,40422709010690,388911248489998
295708595489998,56,39,139,NA,1,6,9.1,2015,44.161614,-110.311799,8850,0.6,4.5,1.5,n,90,n,y,2017,40422709010690,388911253489998
295708597489998,56,39,139,NA,2,8,7.5,2015,44.161614,-110.311799,8850,0.9,5.5,1.4,n,118,n,y,2017,40422709010690,388911264489998
295708610489998,56,39,414,NA,1,14,6.5,2015,43.399175,-110.074992,9020,0.3,2,0.4,n,73,n,y,2015,40422883010690,388913047489998
295708619489998,56,39,3014,NA,2,6,5.4,2015,44.138941,-110.234683,9290,NA,NA,NA,y,75,n,y,2014,40422910010690,388842032489998
295711658489998,56,29,399,NA,1,1,7.9,2016,44.485073,-110.172089,8280,1.1,3.2,1.2,n,214,n,y,2016,40420813010690,478426187489998
295711725489998,56,35,69,NA,1,41,3,2016,43.16855,-110.202062,8600,NA,NA,NA,y,63,n,y,2016,40421473010690,478429521489998
295711726489998,56,35,69,NA,3,7,10.3,2016,43.16855,-110.202062,8600,0.5,6.2,2.3,n,65,y,n,2016,40421473010690,478429536489998
295711760489998,56,39,268,NA,1,22,6.3,2016,43.805851,-110.196246,9140,0.2,1.3,0.3,n,345,n,y,2016,40422790010690,478433501489998
558533439126144,56,13,531,NA,4,9,10.4,2018,42.982764,-109.217517,9390,3,16,2.6,n,274,y,n,2016,40418449010690,657137592126144
558533450126144,56,13,3066,NA,1,2,10.3,2018,43.054056,-109.368928,10270,NA,NA,NA,n,91,y,n,2017,40418776010690,657137801126144
558531339126144,56,13,398,NA,1,9,7.9,2017,43.162852,-109.336734,9790,1.1,12,0.9,n,257,y,n,2018,40418366010690,533751742126144
558531401126144,56,29,207,NA,1,15,13.4,2017,44.752241,-110.427655,7760,NA,NA,NA,n,246,y,n,2017,40420692010690,533756148126144
558531403126144,56,29,207,NA,4,28,5.8,2017,44.752241,-110.427655,7760,0.8,5,0.7,n,178,y,n,2017,40420692010690,533756185126144
558531454126144,56,39,274,NA,1,3,12.9,2017,43.764832,-110.816743,7850,2,15,1.4,n,181,y,n,2017,40422794010690,533764628126144
558531455126144,56,39,274,NA,1,7,6.4,2017,43.764832,-110.816743,7850,1,12.5,0.5,n,139,y,n,2017,40422794010690,533764632126144
558533492126144,56,29,45,NA,4,36,6.2,2018,44.934214,-110.869415,8920,NA,NA,NA,n,43,y,n,2015,40420584010690,657138414126144
558533515126144,56,29,3039,NA,2,9,15.3,2018,44.675946,-110.590935,8380,NA,NA,NA,n,167,y,n,2018,40421040010690,657333335126144
