TRE_CN,Year,RW,MEASYEAR,DIA
2849671010690,1885,3.72,1993,14.8
2849671010690,1886,2.83,1993,14.8
2849671010690,1887,2.53,1993,14.8
2849671010690,1888,2.66,1993,14.8
2849671010690,1889,2.84,1993,14.8
2849671010690,1890,2.95,1993,14.8
2849671010690,1891,2.72,1993,14.8
2849671010690,1892,2.81,1993,14.8
2849671010690,1893,2.23,1993,14.8
2849671010690,1894,3.25,1993,14.8
2849671010690,1895,2.33,1993,14.8
2849671010690,1896,1.9,1993,14.8
2849671010690,1897,3.3,1993,14.8
2849671010690,1898,2.91,1993,14.8
2849671010690,1899,1.53,1993,14.8
2849671010690,1900,1.69,1993,14.8
2849671010690,1901,1.73,1993,14.8
2849671010690,1902,1.59,1993,14.8
2849671010690,1903,1.98,1993,14.8
2849671010690,1904,1.39,1993,14.8
2849671010690,1905,1.13,1993,14.8
2849671010690,1906,1.36,1993,14.8
2849671010690,1907,1.78,1993,14.8
2849671010690,1908,2.13,1993,14.8
2849671010690,1909,1.98,1993,14.8
2849671010690,1910,1.91,1993,14.8
2849671010690,1911,1.97,1993,14.8
2849671010690,1912,1.53,1993,14.8
2849671010690,1913,1.75,1993,14.8
2849671010690,1914,1.92,1993,14.8
2849671010690,1915,1.79,1993,14.8
2849671010690,1916,1.53,1993,14.8
2849671010690,1917,1.98,1993,14.8
2849671010690,1918,1.09,1993,14.8
2849671010690,1919,1.57,1993,14.8
2849671010690,1920,1.95,1993,14.8
2849671010690,1921,1.53,1993,14.8
2849671010690,1922,1.54,1993,14.8
2849671010690,1923,1.51,1993,14.8
2849671010690,1924,1.27,1993,14.8
2849671010690,1925,1.42,1993,14.8
2849671010690,1926,1.59,1993,14.8
2849671010690,1927,1.38,1993,14.8
2849671010690,1928,1.63,1993,14.8
2849671010690,1929,1.28,1993,14.8
2849671010690,1930,1.48,1993,14.8
2849671010690,1931,1.08,1993,14.8
2849671010690,1932,1.13,1993,14.8
2849671010690,1933,1.37,1993,14.8
2849671010690,1934,1.15,1993,14.8
2849671010690,1935,0.95,1993,14.8
2849671010690,1936,1.03,1993,14.8
2849671010690,1937,1.34,1993,14.8
2849671010690,1938,1.3,1993,14.8
2849671010690,1939,1.94,1993,14.8
2849671010690,1940,1.13,1993,14.8
2849671010690,1941,0.93,1993,14.8
2849671010690,1942,1.02,1993,14.8
2849671010690,1943,0.8,1993,14.8
2849671010690,1944,1.09,1993,14.8
2849671010690,1945,0.84,1993,14.8
2849671010690,1946,0.8,1993,14.8
2849671010690,1947,1.03,1993,14.8
2849671010690,1948,1.25,1993,14.8
2849671010690,1949,0.96,1993,14.8
2849671010690,1950,0.89,1993,14.8
2849671010690,1951,1.06,1993,14.8
2849671010690,1952,0.91,1993,14.8
2849671010690,1953,0.9,1993,14.8
2849671010690,1954,0.89,1993,14.8
2849671010690,1955,0.78,1993,14.8
2849671010690,1956,0.71,1993,14.8
2849671010690,1957,0.74,1993,14.8
2849671010690,1958,1.01,1993,14.8
2849671010690,1959,0.5,1993,14.8
2849671010690,1960,0.78,1993,14.8
2849671010690,1961,0.89,1993,14.8
2849671010690,1962,0.96,1993,14.8
2849671010690,1963,0.93,1993,14.8
2849671010690,1964,1.03,1993,14.8
2849671010690,1965,1,1993,14.8
2849671010690,1966,0.99,1993,14.8
2849671010690,1967,1.1,1993,14.8
2849671010690,1968,1.23,1993,14.8
2849671010690,1969,1.35,1993,14.8
2849671010690,1970,0.91,1993,14.8
2849671010690,1971,0.81,1993,14.8
2849671010690,1972,0.92,1993,14.8
2849671010690,1973,1.03,1993,14.8
2849671010690,1974,0.8,1993,14.8
2849671010690,1975,0.68,1993,14.8
2849671010690,1976,0.79,1993,14.8
2849671010690,1977,0.44,1993,14.8
2849671010690,1978,0.79,1993,14.8
2849671010690,1979,0.94,1993,14.8
2849671010690,1980,0.57,1993,14.8
2849671010690,1981,0.73,1993,14.8
2849671010690,1982,0.81,1993,14.8
2849671010690,1983,1,1993,14.8
2849671010690,1984,1.18,1993,14.8
2849671010690,1985,1.15,1993,14.8
2849671010690,1986,1.27,1993,14.8
2849671010690,1987,1.12,1993,14.8
2849671010690,1988,1.09,1993,14.8
2849671010690,1989,1.09,1993,14.8
2849671010690,1990,0.91,1993,14.8
2849671010690,1991,0.91,1993,14.8
2849671010690,1992,0.97,1993,14.8
2849671010690,1993,0.86,1993,14.8
2857616010690,1905,1.64,1993,10.8
2857616010690,1906,2.7,1993,10.8
2857616010690,1907,2.67,1993,10.8
2857616010690,1908,2.17,1993,10.8
2857616010690,1909,3.01,1993,10.8
2857616010690,1910,3.02,1993,10.8
2857616010690,1911,3.18,1993,10.8
2857616010690,1912,3.09,1993,10.8
2857616010690,1913,4.06,1993,10.8
2857616010690,1914,2.8,1993,10.8
2857616010690,1915,2.84,1993,10.8
2857616010690,1916,4.38,1993,10.8
2857616010690,1917,3.92,1993,10.8
2857616010690,1918,3.59,1993,10.8
2857616010690,1919,2.77,1993,10.8
2857616010690,1920,3.09,1993,10.8
2857616010690,1921,3.39,1993,10.8
2857616010690,1922,3.43,1993,10.8
2857616010690,1923,3.47,1993,10.8
2857616010690,1924,3.59,1993,10.8
2857616010690,1925,2.98,1993,10.8
2857616010690,1926,2.63,1993,10.8
2857616010690,1927,2.95,1993,10.8
2857616010690,1928,2.64,1993,10.8
2857616010690,1929,2.53,1993,10.8
2857616010690,1930,2.76,1993,10.8
2857616010690,1931,0.92,1993,10.8
2857616010690,1932,0.61,1993,10.8
2857616010690,1933,0.69,1993,10.8
2857616010690,1934,0.46,1993,10.8
2857616010690,1935,0.64,1993,10.8
2857616010690,1936,0.56,1993,10.8
2857616010690,1937,0.88,1993,10.8
2857616010690,1938,1.29,1993,10.8
2857616010690,1939,1.47,1993,10.8
2857616010690,1940,1.19,1993,10.8
2857616010690,1941,1.73,1993,10.8
2857616010690,1942,1.57,1993,10.8
2857616010690,1943,1.58,1993,10.8
2857616010690,1944,1.46,1993,10.8
2857616010690,1945,1.48,1993,10.8
2857616010690,1946,1.32,1993,10.8
2857616010690,1947,1.75,1993,10.8
2857616010690,1948,1.49,1993,10.8
2857616010690,1949,1.42,1993,10.8
2857616010690,1950,1.09,1993,10.8
2857616010690,1951,1.24,1993,10.8
2857616010690,1952,1.45,1993,10.8
2857616010690,1953,1.53,1993,10.8
2857616010690,1954,2.16,1993,10.8
2857616010690,1955,1.67,1993,10.8
2857616010690,1956,1.02,1993,10.8
2857616010690,1957,0.94,1993,10.8
2857616010690,1958,0.98,1993,10.8
2857616010690,1959,1.09,1993,10.8
2857616010690,1960,1.3,1993,10.8
2857616010690,1961,0.93,1993,10.8
2857616010690,1962,0.87,1993,10.8
2857616010690,1963,0.51,1993,10.8
2857616010690,1964,1.06,1993,10.8
2857616010690,1965,1.02,1993,10.8
2857616010690,1966,0.93,1993,10.8
2857616010690,1967,1.16,1993,10.8
2857616010690,1968,1.46,1993,10.8
2857616010690,1969,1.44,1993,10.8
2857616010690,1970,2.12,1993,10.8
2857616010690,1971,2.88,1993,10.8
2857616010690,1972,1.81,1993,10.8
2857616010690,1973,2.14,1993,10.8
2857616010690,1974,2.58,1993,10.8
2857616010690,1975,2.36,1993,10.8
2857616010690,1976,2.06,1993,10.8
2857616010690,1977,2.17,1993,10.8
2857616010690,1978,2.42,1993,10.8
2857616010690,1979,1.04,1993,10.8
2857616010690,1980,2.17,1993,10.8
2857616010690,1981,2.34,1993,10.8
2857616010690,1982,2.05,1993,10.8
2857616010690,1983,1.8,1993,10.8
2857616010690,1984,1.67,1993,10.8
2857616010690,1985,2.06,1993,10.8
2857616010690,1986,1.99,1993,10.8
2857616010690,1987,2.43,1993,10.8
2857616010690,1988,2.55,1993,10.8
2857616010690,1989,2.31,1993,10.8
2857616010690,1990,1.89,1993,10.8
2857616010690,1991,1.78,1993,10.8
2857616010690,1992,1.51,1993,10.8
2857616010690,1993,1.39,1993,10.8
2859936010690,1788,0.32,1992,10.5
2859936010690,1789,0.35,1992,10.5
2859936010690,1790,0.76,1992,10.5
2859936010690,1791,0.7,1992,10.5
